id,title,question_text,choices,question_name,question_type,points_possible,answers
9174881,Question 24,What is the purpose of Agile Team Role Assessment?,To evaluate understanding of roles within a Scrum team; To ignore team dynamics; To focus solely on coding; To reduce collaboration,,,,
9174882,Question 25,What is the significance of Kanban in Software Engineering?,To enhance workflow efficiency; To complicate processes; To ignore user feedback; To reduce team interaction,,,,
9174883,Question 26,What is the primary focus of Software Engineering?,Systematic approach to software development; Random coding practices; Only testing software; Ignoring user requirements,,,,
9174884,Question 27,What does the Software Development Life Cycle (SDLC) encompass?,"Only coding; Requirements gathering, design, implementation, testing, maintenance; User feedback only; Deployment only",,,,
9174885,Question 28,What are Functional Requirements?,What the system should do; How the system performs; User interface design; None of the above,,,,
9174886,Question 29,What are Non-Functional Requirements?,What the system should do; How the system performs; User interface design; None of the above,,,,
9174887,Question 30,What is Agile Development?,A rigid development process; Emphasizes flexibility and collaboration; Only focuses on documentation; Ignores user feedback,,,,
9174888,Question 31,What is Defensive Programming?,Ignoring potential errors; Anticipating potential errors; Only focusing on performance; None of the above,,,,
9174889,Question 32,What is the purpose of Software Testing?,To ensure software meets requirements; To ignore defects; To only check performance; None of the above,,,,
9174890,Question 33,What does Requirements Engineering involve?,"Ignoring user needs; Defining, documenting, and maintaining requirements; Only coding; Testing software",,,,
9174891,Question 34,What is the significance of Documentation in Software Engineering?,It is not important; It provides essential information about software; It only serves as a reference for developers; None of the above,,,,
9174892,Question 35,What is the Object-Oriented Paradigm?,A method of coding without structure; Emphasizes the use of objects; Only focuses on data; None of the above,,,,
9174893,Question 36,What is the role of Version Control in Software Engineering?,To track changes in code; To ignore code changes; To only focus on testing; None of the above,,,,
9174894,Question 37,What is the importance of User Requirements?,They are not important; They help bridge the gap between technical specifications and user satisfaction; They only focus on performance; None of the above,,,,
9174895,Question 38,What is the purpose of Software Refactoring?,To improve code quality without changing its external behavior; To ignore code quality; To only focus on new features; None of the above,,,,
9174896,Question 39,What is the significance of Testing Strategies?,To outline the approach for creating test cases; To ignore bugs; To only focus on performance; None of the above,,,,
9174897,Question 40,What does the term 'Quality Assurance' refer to in Software Engineering?,Ensuring software meets specified requirements; Ignoring user feedback; Only focusing on coding; None of the above,,,,
9174898,Question 41,Software Engineering encompasses a systematic approach to software development.,TRUE; FALSE,,,,
9174899,Question 42,"The Software Development Life Cycle (SDLC) includes stages such as requirements gathering, design, implementation, verification, and maintenance.",TRUE; FALSE,,,,
9174900,Question 43,Functional Requirements specify how the system performs its functions.,TRUE; FALSE,,,,
9174901,Question 44,Agile Development emphasizes flexibility and collaboration among team members.,TRUE; FALSE,,,,
9174902,Question 45,Quality assurance is not a critical principle in software engineering.,TRUE; FALSE,,,,
9174903,Question 46,Defensive Programming anticipates potential errors in software.,TRUE; FALSE,,,,
9174904,Question 47,Software Testing is a vital process that ensures software applications meet specified requirements.,TRUE; FALSE,,,,
9174905,Question 48,Documentation is an unimportant element in software engineering.,TRUE; FALSE,,,,
9174906,Question 49,Version Control systems are essential for managing changes to source code.,TRUE; FALSE,,,,
9174907,Question 50,"The principles of Object-Oriented Programming include encapsulation, inheritance, and polymorphism.",TRUE; FALSE,,,,
9174908,Question 51,What is a key feature of Python that makes it suitable for beginners?,Complex syntax; Readability and simplicity; Limited libraries; High cost,,,,
9174909,Question 52,Which library is commonly used for data manipulation in Python?,Flask; NumPy; Pandas; Django,,,,
9174910,Question 53,What programming paradigms does Python support?,"Only procedural; Only object-oriented; Procedural, object-oriented, and functional",,,,
9174911,Question 54,Which framework is used for web development in Python?,TensorFlow; Pandas; Flask; NumPy,,,,
9174912,Question 55,What is the significance of Python's extensive libraries?,They complicate programming; They enhance functionality and efficiency; They are not widely used; They are only for data science,,,,
9174913,Question 56,Which library is used for machine learning in Python?,Flask; Scikit-learn; Django; Pandas,,,,
9174914,Question 57,What is a primary use of Python in data science?,Web development; Data manipulation and analysis; Game development; Mobile app development,,,,
