id,title,question_text,choices
9174714,Question 288,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the significance of collaboration between development and operations teams?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",To address potential issues during deployment; To increase costs; To reduce user satisfaction; None of the above; questions_210402020325.csv
9174715,Question 289,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is NOT a benefit of effective deployment strategies?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Minimizing downtime; Ensuring user access; Increasing costs; Improving user satisfaction; questions_210402020325.csv
9174716,Question 290,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the main purpose of software testing?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",To evaluate and verify software quality; To conduct user training; To create documentation; To perform market analysis; questions_210402020325.csv
9174717,Question 291,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a critical aspect of the Software Testing Life Cycle (STLC)?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Testing methodologies; User feedback; Market analysis; Documentation; questions_210402020325.csv
9174718,Question 292,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the impact of inadequate testing during deployment?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",System failures; Increased user satisfaction; Reduced costs; None of the above; questions_210402020325.csv
9174719,Question 293,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a key benefit of documentation?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Providing installation procedures; Conducting user training; Performing market analysis; None of the above; questions_210402020325.csv
9174720,Question 294,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the main goal of user training?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",To enhance user adoption; To reduce costs; To create documentation; To perform testing; questions_210402020325.csv
9174721,Question 295,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a key component of effective software implementation?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",User feedback; Collaboration among teams; Market research; Documentation; questions_210402020325.csv
9174722,Question 296,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the main focus of the deployment phase?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Making software available for use; Conducting user training; Gathering user feedback; Performing market analysis; questions_210402020325.csv
9174723,Question 297,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a method to ensure software quality?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Software testing; User training; Documentation; All of the above; questions_210402020325.csv
9174724,Question 298,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the primary purpose of tables in relational databases?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",To store data in rows and columns; To execute SQL commands; To manage user access; To define data types; questions_210613020325.csv
9174725,Question 299,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">A primary key is used to:<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Create relationships between tables; Ensure unique identification of records; Store multiple values in a column; Define data types; questions_210613020325.csv
9174726,Question 300,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which SQL command is used to add new records to a table?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",SELECT; UPDATE; INSERT INTO; DELETE; questions_210613020325.csv
9174727,Question 301,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">True or False: Foreign keys are used to ensure data integrity by referencing primary keys in other tables.<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",TRUE; FALSE; questions_210613020325.csv
9174728,Question 302,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is NOT a CRUD operation?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Create; Read; Update; Join; questions_210613020325.csv
9174729,Question 303,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What does normalization in databases aim to achieve?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Increase redundancy; Reduce data integrity; Organize data efficiently; Simplify SQL commands; questions_210613020325.csv
9174730,Question 304,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which SQL clause is used to specify the columns to be returned in a query result?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",FROM; WHERE; SELECT; JOIN; questions_210613020325.csv
9174731,Question 305,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">True or False: A Database Management System (DBMS) is responsible for managing collections of data accessed by multiple users.<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",TRUE; FALSE; questions_210613020325.csv
9174732,Question 306,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following defines the kind of data that can be stored in each column?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Data relationships; Data types; Normalization; CRUD operations; questions_210613020325.csv
9174733,Question 307,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which SQL command is used to modify existing records in a table?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",INSERT INTO; UPDATE; DELETE; SELECT; questions_210613020325.csv
